work,system,0.027738096889172434
book,example,0.027738096889172434
status,quo,0.027738096889172434
memory,war,0.027738096889172434
memory,punishment,0.013869048444586217
rationale,state,0.013869048444586217
land,peace,0.013869048444586217
justification,garrison,0.013869048444586217
mentality,memory,0.013869048444586217
source,legend,0.013869048444586217
memorial,reads,0.013869048444586217
way,way,0.013869048444586217
course,question,0.013869048444586217
past?,saw,0.013869048444586217
absence,faith,0.013869048444586217
atheism,faith,0.013869048444586217
affirmation,devoid,0.013869048444586217
piety,idea,0.013869048444586217
underwent,death,0.013869048444586217
value,way,0.013869048444586217
horror,tumor,0.013869048444586217
memory,essay,0.013869048444586217
enterprise,education,0.013869048444586217
experience,reach,0.013869048444586217
state,upon,0.013869048444586217
category?,act,0.013869048444586217
horror,mystery,0.013869048444586217
voice,nothing,0.013869048444586217
none,none,0.013869048444586217
theology,none,0.013869048444586217
life,service,0.013869048444586217
point,\r\n',0.013869048444586217
strike,shipping,0.013869048444586217
association,arbitrator,0.013869048444586217
wage,hike,0.013869048444586217
contract,limit,0.013869048444586217
issue,walkout,0.013869048444586217
labor,turmoil,0.013869048444586217
port,tugboat,0.013869048444586217
elevator,place,0.013869048444586217
life,addition,0.013869048444586217
freight,forth,0.013869048444586217
harbor,percent,0.013869048444586217
city\'s,coal,0.013869048444586217
percent,fuel,0.013869048444586217
oil,fuel,0.013869048444586217
midwinter,strike,0.013869048444586217
specter,heat,0.013869048444586217
halt,transportation,0.013869048444586217
system,threat,0.013869048444586217
city,tugboat,0.013869048444586217
workers\',strike,0.013869048444586217
question,labor,0.013869048444586217
country:,relationship,0.013869048444586217
profits?,fight,0.013869048444586217
government,price,0.013869048444586217
place,inflation,0.013869048444586217
tugboat,labor,0.013869048444586217
wage,contrast,0.013869048444586217
labor,movement,0.013869048444586217
government,profit,0.013869048444586217
\r\n,bargaining,0.013869048444586217
standstill,day,0.013869048444586217
strike,control,0.013869048444586217
struck,two-to-one,0.013869048444586217
fuel,action,0.013869048444586217
advertising,subway,0.013869048444586217
trolley,fuel,0.013869048444586217
business,railway,0.013869048444586217
ferry,midtown,0.013869048444586217
day,disruption,0.013869048444586217
city\'s,life,0.013869048444586217
draft,imagery,0.013869048444586217
film,reporter,0.013869048444586217
dreadful,power,0.013869048444586217
grasp,air,0.013869048444586217
unreality,hung,0.013869048444586217
city,dream,0.013869048444586217
quality;,day,0.013869048444586217
tugboat,strike,0.013869048444586217
mayor\'s,proposal,0.013869048444586217
board,arbitration,0.013869048444586217
place,trickle,0.013869048444586217
trade,travel,0.013869048444586217
turn,rise,0.013869048444586217
interest,culture,0.013869048444586217
problem,servitude,0.013869048444586217
serfs,emancipation,0.013869048444586217
attitude,sympathy,0.013869048444586217
tilt,series,0.013869048444586217
territory,process,0.013869048444586217
sale,\r\nrussia,0.013869048444586217
century,diplomacy,0.013869048444586217
compatibility,lack,0.013869048444586217
thereof,relationship,0.013869048444586217
reality,reason,0.013869048444586217
superiority,relationship,0.013869048444586217
tradition,non-interference,0.013869048444586217
other\'s,country,0.013869048444586217
pattern,transportation,0.013869048444586217
communication,place,0.013869048444586217
century,railroad,0.013869048444586217
navy,coincidence,0.013869048444586217
influence,northeast,0.013869048444586217
time,ancient,0.013869048444586217
empire,part,0.013869048444586217
world,verge,0.013869048444586217
collapse,earth,0.013869048444586217
time,place,0.013869048444586217
journalist,resident,0.013869048444586217
thing,condemnation,0.013869048444586217
state,action,0.013869048444586217
revolution,dinner,0.013869048444586217
party,image,0.013869048444586217
mass,movement,0.013869048444586217
something,concept,0.013869048444586217
revolution,revolution,0.013869048444586217
party,change,0.013869048444586217
power,revolution,0.013869048444586217
system,end,0.013869048444586217
trigger,collapse,0.013869048444586217
explosion,abdication,0.013869048444586217
emperor,dynasty,0.013869048444586217
rule,time,0.013869048444586217
history,form,0.013869048444586217
government,time,0.013869048444586217
hope,\r\nchina\'s,0.013869048444586217
weakness,wave,0.013869048444586217
idealism,activism,0.013869048444586217
time,turbulence,0.013869048444586217
hope,nationalism,0.013869048444586217
chord,city,0.013869048444586217
place,sister,0.013869048444586217
widow,rule,0.013869048444586217
model,tale,0.013869048444586217
campaign,story,0.013869048444586217
brother,brother,0.013869048444586217
struggle,point,0.013869048444586217
army,extinction,0.013869048444586217
inland,force,0.013869048444586217
retreat,year,0.013869048444586217
army,tenth,0.013869048444586217
size,conflict,0.013869048444586217
space,\r\n\r\n',0.013869048444586217
husband,opening,0.013869048444586217
session,conference,0.013869048444586217
trip,continent,0.013869048444586217
enthusiasm,anxiety,0.013869048444586217
health,trip,0.013869048444586217
war,zone,0.013869048444586217
president,war,0.013869048444586217
victory,tour,0.013869048444586217
side:,visit,0.013869048444586217
wartime,success,0.013869048444586217
success,order,0.013869048444586217
appearance,spring,0.013869048444586217
bloom,end,0.013869048444586217
president,conference,0.013869048444586217
future,interest,0.013869048444586217
summer,fall,0.013869048444586217
work,month,0.013869048444586217
order\x97the,error,0.013869048444586217
support,time,0.013869048444586217
point,leaders:,0.013869048444586217
future,minority,0.013869048444586217
member,project,0.013869048444586217
chief,concern,0.013869048444586217
period,motherland,0.013869048444586217
aggression,eve,0.013869048444586217
invasion,official,0.013869048444586217
nothing,sweeter,0.013869048444586217
kind,kopeck,0.013869048444586217
pocket,hand,0.013869048444586217
shrewd,observer,0.013869048444586217
embassy,position,0.013869048444586217
way:,importance,0.013869048444586217
concept,organization,0.013869048444586217
expectation,organization,0.013869048444586217
instrument,maintenance,0.013869048444586217
war,centrality,0.013869048444586217
morale,extension,0.013869048444586217
outcome,war,0.013869048444586217
newspaper,letter,0.013869048444586217
spirit,armies:,0.013869048444586217
breathless,anxiety,0.013869048444586217
public,result,0.013869048444586217
author,success,0.013869048444586217
less,mind,0.013869048444586217
peace,continuance,0.013869048444586217
war,period,0.013869048444586217
father,brigade,0.013869048444586217
army,morale,0.013869048444586217
summer,existence,0.013869048444586217
nation,virtue,0.013869048444586217
beginning\',strife,0.013869048444586217
victory,drooping,0.013869048444586217
war\'s,instance,0.013869048444586217
home,front,0.013869048444586217
battlefield,north,0.013869048444586217
address,progress,0.013869048444586217
chiefly,remind,0.013869048444586217
linkage,re-election,0.013869048444586217
belief,independence,0.013869048444586217
chief,field,0.013869048444586217
delegate,attitude,0.013869048444586217
army,confidence,0.013869048444586217
enemy,dream[,0.013869048444586217
],town,0.013869048444586217
self,air,0.013869048444586217
everybody[,],0.013869048444586217
army,sight,0.013869048444586217
town,bloody,0.013869048444586217
intent,\r\n\r\n',0.013869048444586217
debate,future,0.013869048444586217
law,custom,0.013869048444586217
place,institution,0.013869048444586217
colonial,conscience,0.013869048444586217
save,wave,0.013869048444586217
ideology,benevolence,0.013869048444586217
slavery,order,0.013869048444586217
glow,legitimacy,0.013869048444586217
consistency,republic,0.013869048444586217
vanguard,emancipator,0.013869048444586217
half,nation,0.013869048444586217
\r\n,wave,0.013869048444586217
abolitionism,slavery,0.013869048444586217
foundation,labor,0.013869048444586217
property,size,0.013869048444586217
population,emancipation,0.013869048444586217
danger,status,0.013869048444586217
future,emancipation,0.013869048444586217
transition,bondage,0.013869048444586217
half,term,0.013869048444586217
service,status,0.013869048444586217
life,experience,0.013869048444586217
color,slavery,0.013869048444586217
interpretation,constitution,0.013869048444586217
state,settlement,0.013869048444586217
law,year,0.013869048444586217
interest,colonization,0.013869048444586217
patriarch,state,0.013869048444586217
assistance,generation,0.013869048444586217
influx,investigation,0.013869048444586217
desirability,growth,0.013869048444586217
population,action,0.013869048444586217
state,law,0.013869048444586217
backlash,refuge,0.013869048444586217
growth,population,0.013869048444586217
reaction,manumission,0.013869048444586217
law,slave,0.013869048444586217
year,risk,0.013869048444586217
reenslavement,presence,0.013869048444586217
emancipation,abolitionist,0.013869048444586217
distinction,race,0.013869048444586217
family,mankind,0.013869048444586217
claim,feeling,0.013869048444586217
abolitionist,freed,0.013869048444586217
work,state,0.013869048444586217
midday,calm,0.013869048444586217
appearance,entrance,0.013869048444586217
village,town,0.013869048444586217
regiment,tank,0.013869048444586217
division,house,0.013869048444586217
house,town,0.013869048444586217
crier,population,0.013869048444586217
marketplace,nothing,0.013869048444586217
check,identity,0.013869048444586217
example,family,0.013869048444586217
edge,town,0.013869048444586217
hid,house,0.013869048444586217
garden,ground,0.013869048444586217
town,town,0.013869048444586217
market,square,0.013869048444586217
makeshift,school,0.013869048444586217
door,school,0.013869048444586217
building,while,0.013869048444586217
field,grass,0.013869048444586217
shot,river,0.013869048444586217
safety,schoolchild,0.013869048444586217
boy,school,0.013869048444586217
hour,townspeople,0.013869048444586217
marketplace,house,0.013869048444586217
call,hamlet,0.013869048444586217
town,crowd,0.013869048444586217
crowd,church,0.013869048444586217
interpreter,officer,0.013869048444586217
square,knew,0.013869048444586217
cache,nothing,0.013869048444586217
officer,mayor,0.013869048444586217
townspeople,mayor,0.013869048444586217
offering,town,0.013869048444586217
hall,discussion,0.013869048444586217
crowd,officer,0.013869048444586217
town,\r\n\r\n,0.013869048444586217
drama,script,0.013869048444586217
age,work:,0.013869048444586217
nothing,ancient,0.013869048444586217
memory,observation,0.013869048444586217
empire,westward,0.013869048444586217
conversation,child,0.013869048444586217
leap,outbreak,0.013869048444586217
war,independence,0.013869048444586217
correspondence,order,0.013869048444586217
record,course,0.013869048444586217
sense,generation,0.013869048444586217
creation,destiny,0.013869048444586217
memory,triumph,0.013869048444586217
world,independence,0.013869048444586217
regularity,colonial,0.013869048444586217
status,vestige,0.013869048444586217
bygone,way,0.013869048444586217
station,experiment,0.013869048444586217
generation,opposition,0.013869048444586217
century,despotisms,0.013869048444586217
twentieth,philosopher,0.013869048444586217
end,history,0.013869048444586217
hand,organization,0.013869048444586217
action,century,0.013869048444586217
form,government,0.013869048444586217
principle,sovereignty,0.013869048444586217
form,market,0.013869048444586217
economy,success,0.013869048444586217
world,success,0.013869048444586217
era,cannot,0.013869048444586217
help,land,0.013869048444586217
founding,naming,0.013869048444586217
population--more,mestizo,0.013869048444586217
population--that,time,0.013869048444586217
heritage,colonial,0.013869048444586217
society,culture,0.013869048444586217
language,immigration,0.013869048444586217
salient,search,0.013869048444586217
